"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV4114","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4115","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV4116","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormia",NA
"ASV4117","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae","g__Gigaspora",NA
"ASV4118","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Alfaria","s__acaciae"
"ASV4119","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Cyrenella","s__elegans"
"ASV4120","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Sphaeropsis",NA
"ASV4121","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4122","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV4123","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4124","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV4125","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__diversus"
"ASV4126","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV4127","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae",NA,NA
"ASV4128","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4129","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Lichtheimiaceae","g__Lichtheimia","s__blakesleeana"
"ASV4130","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4131","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV4132","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV4133","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4134","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ASV4135","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Hamigera",NA
"ASV4136","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4137","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4138","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4139","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"ASV4140","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__discoidea"
"ASV4141","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__europaea"
"ASV4142","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4143","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4144","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV4145","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4146","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4147","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__floriforme"
"ASV4148","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__zonatum"
"ASV4149","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA
"ASV4150","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Marasmiellus","s__paspali"
"ASV4151","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Collariella","s__gracilis"
"ASV4152","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA
"ASV4153","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV4154","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV4155","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4156","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__floriforme"
"ASV4157","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4158","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia",NA
"ASV4159","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__arenarium"
"ASV4160","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__adusta"
"ASV4161","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea","s__japonica"
"ASV4162","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4163","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4164","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Madurella","s__fahalii"
"ASV4165","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4166","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV4167","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV4168","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Monosporascus",NA
"ASV4169","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Corynascella","s__humicola"
"ASV4170","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4171","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV4172","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4173","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4174","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae",NA,NA
"ASV4175","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4176","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4177","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV4178","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4179","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4180","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4181","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius","s__ruforotula"
"ASV4182","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__austrohemisphaericum"
"ASV4183","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4184","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4185","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4186","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4187","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV4188","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"ASV4189","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV4190","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4191","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__ruineniae"
"ASV4192","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus","s__etunicatum"
"ASV4193","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Natipusillales","f__Natipusillaceae",NA,NA
"ASV4194","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Gaeumannomyces",NA
"ASV4195","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4196","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae","g__Rhytidhysteron","s__rufulum"
"ASV4197","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"ASV4198","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Arthrocladium",NA
"ASV4199","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4200","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4201","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella",NA
"ASV4202","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV4203","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"ASV4204","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4205","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__egyptiacus"
"ASV4206","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4207","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis",NA
"ASV4208","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium",NA
"ASV4209","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4210","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Conioscyphales","f__Conioscyphaceae","g__Conioscypha",NA
"ASV4211","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV4212","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__diffluens"
"ASV4213","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4214","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV4215","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata"
"ASV4216","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4217","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4218","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4219","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV4220","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV4221","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4222","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4223","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV4224","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV4225","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii"
"ASV4226","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4227","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4228","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV4229","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4230","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4231","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV4232","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Hypoxylon","s__pelliculosum"
"ASV4233","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__acropullum"
"ASV4234","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4235","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4236","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV4237","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma","s__bauhiniae"
"ASV4239","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4240","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Cephaliophora",NA
"ASV4241","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4242","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4243","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Lasiodiplodia","s__citricola"
"ASV4244","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV4245","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium","s__inaequale"
"ASV4246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV4247","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4248","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius",NA
"ASV4249","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4250","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV4251","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella",NA
"ASV4252","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__penzigii"
"ASV4253","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV4254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Natipusillales","f__Natipusillaceae",NA,NA
"ASV4255","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4256","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV4257","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV4258","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4259","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma",NA
"ASV4260","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4261","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4262","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4263","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__capitata"
"ASV4264","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV4265","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4266","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4267","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV4268","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA
"ASV4269","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Acrophialophora","s__levis"
"ASV4270","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4271","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4272","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium",NA
"ASV4273","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Melanosporaceae","g__Melanospora","s__verrucispora"
"ASV4274","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4275","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV4276","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV4277","k__Fungi","p__Basidiomycota","c__Dacrymycetes","o__Dacrymycetales","f__Dacrymycetaceae",NA,NA
"ASV4278","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__sobolifera"
"ASV4279","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4280","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cercophora","s__mirabilis"
"ASV4281","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4282","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV4283","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4284","k__Fungi","p__Chytridiomycota","c__GS13",NA,NA,NA,NA
"ASV4285","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__prolifer"
"ASV4286","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium",NA
"ASV4287","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4288","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4289","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV4290","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__gilbertsonii"
"ASV4291","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces","s__nigricans"
"ASV4292","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__glandicola"
"ASV4293","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4294","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV4295","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Conioscyphales","f__Conioscyphaceae","g__Conioscypha",NA
"ASV4296","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4297","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV4298","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4299","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4300","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV4301","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Humicola","s__grisea"
"ASV4302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella",NA
"ASV4303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV4304","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV4305","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Oncopodiella",NA
"ASV4306","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4307","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"ASV4308","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4309","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4310","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4311","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV4312","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Chaetothyrium","s__agathis"
"ASV4313","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4314","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV4315","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4316","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4317","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hyponectriaceae","g__Monographella",NA
"ASV4318","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4319","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cylindrocladiella","s__vitis"
"ASV4320","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4321","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV4322","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cercophora","s__mirabilis"
"ASV4323","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"ASV4324","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"ASV4326","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV4327","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4328","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4329","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4330","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV4331","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4332","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis",NA
"ASV4333","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__fluviale"
"ASV4334","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__egyptiacus"
"ASV4335","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV4336","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV4337","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV4338","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV4339","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4340","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4341","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4342","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4343","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Porotheleaceae","g__Porotheleum",NA
"ASV4344","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV4345","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4346","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4347","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__compacta"
"ASV4348","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV4349","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA
"ASV4350","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
