OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV6262	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hyphodermella	
ASV6263	Fungi	Ascomycota					
ASV6264	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae		
ASV6265	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV6266	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	omnivora
ASV6267	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti
ASV6268	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
ASV6269	Fungi	Ascomycota					
ASV6270	Fungi	Basidiomycota					
ASV6271	Fungi						
ASV6272	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6273	Fungi	Ascomycota	Sordariomycetes				
ASV6274	Fungi	Ascomycota					
ASV6275	Fungi						
ASV6276	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	brunneirubra
ASV6277	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Savoryella	aquatica
ASV6278	Fungi	Ascomycota					
ASV6279	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV6280	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	glaucescens
ASV6281	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	randhawae
ASV6282	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV6283	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Pseudophaeomoniella	
ASV6284	Fungi	Ascomycota					
ASV6285	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6286	Fungi						
ASV6287	Fungi	Ascomycota					
ASV6288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV6289	Fungi	Ascomycota					
ASV6290	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	parvisporum
ASV6291	Fungi						
ASV6292	Fungi						
ASV6293	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV6294	Fungi						
ASV6295	Fungi	Basidiomycota	Cystobasidiomycetes	Naohideales	Naohideaceae	Naohidea	sebacea
ASV6296	Fungi	Ascomycota					
ASV6297	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV6298	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	phyllomatis
ASV6299	Fungi	Ascomycota					
ASV6300	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV6301	Fungi						
ASV6302	Fungi	Ascomycota					
ASV6303	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae		
ASV6304	Fungi	Ascomycota					
ASV6305	Fungi	Ascomycota					
ASV6306	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV6307	Fungi	Ascomycota					
ASV6308	Fungi						
ASV6309	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Resupinatus	applicatus
ASV6310	Fungi						
ASV6311	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	gilbertsonii
ASV6312	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeodothis	
ASV6313	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae		
ASV6314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
ASV6315	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV6316	Fungi						
ASV6317	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
ASV6318	Fungi	Ascomycota					
ASV6319	Fungi	Ascomycota					
ASV6320	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV6321	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV6322	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	capitata
ASV6323	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV6324	Fungi	Basidiomycota	Agaricomycetes				
ASV6325	Fungi	Ascomycota					
ASV6326	Fungi	Ascomycota					
ASV6327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae		
ASV6328	Fungi						
ASV6329	Fungi	Ascomycota					
ASV6330	Fungi	Ascomycota					
ASV6331	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6332	Fungi	Ascomycota					
ASV6333	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	pakistanicus
ASV6334	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6335	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV6336	Fungi	Ascomycota					
ASV6337	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	
ASV6338	Fungi	Basidiomycota					
ASV6339	Fungi	Ascomycota					
ASV6340	Fungi	Ascomycota					
ASV6341	Fungi						
ASV6342	Fungi	Ascomycota					
ASV6343	Fungi						
ASV6344	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6345	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	
ASV6346	Fungi	Ascomycota					
ASV6347	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	mangalensis
ASV6348	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	terreus
ASV6349	Fungi						
ASV6350	Fungi	Ascomycota					
ASV6351	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	siamensis
ASV6352	Fungi						
ASV6353	Fungi						
ASV6354	Fungi						
ASV6355	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV6356	Fungi	Ascomycota					
ASV6357	Fungi	Ascomycota					
ASV6358	Fungi	Ascomycota					
ASV6359	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6360	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
ASV6361	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	complutensis
ASV6362	Fungi	Ascomycota					
ASV6363	Fungi						
ASV6364	Fungi	Basidiomycota					
ASV6365	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	
ASV6366	Fungi	Ascomycota	Sordariomycetes				
ASV6367	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
ASV6368	Fungi						
ASV6369	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6370	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6371	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	vitigenum
ASV6372	Fungi	Ascomycota					
ASV6373	Fungi	Ascomycota					
ASV6374	Fungi	Ascomycota					
ASV6375	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	terrestris
ASV6376	Fungi	Ascomycota					
ASV6377	Fungi	Basidiomycota	Agaricomycetes				
ASV6378	Fungi	Ascomycota					
ASV6379	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6380	Fungi	Basidiomycota	Agaricomycetes				
ASV6381	Fungi	Ascomycota					
ASV6382	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Microsporomycetaceae	Microsporomyces	
ASV6383	Fungi	Ascomycota					
ASV6384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV6385	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV6386	Fungi	Ascomycota					
ASV6387	Fungi	Ascomycota					
ASV6388	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6389	Fungi	Ascomycota					
ASV6390	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	sayulitensis
ASV6391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	obtusisporum
ASV6392	Fungi	Ascomycota					
ASV6393	Fungi	Ascomycota					
ASV6394	Fungi	Ascomycota					
ASV6395	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae		
ASV6396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Resupinatus	applicatus
ASV6397	Fungi	Ascomycota					
ASV6398	Fungi						
ASV6399	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6400	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	
ASV6401	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
ASV6402	Fungi						
ASV6403	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	
ASV6404	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	proliferata
ASV6405	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	
ASV6406	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	
ASV6407	Fungi	Ascomycota	Sordariomycetes				
ASV6408	Fungi	Ascomycota					
ASV6409	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae		
ASV6410	Fungi						
ASV6411	Fungi	Ascomycota					
ASV6412	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
ASV6413	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	clastophylla
ASV6414	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV6415	Fungi	Basidiomycota					
ASV6416	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV6417	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV6419	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV6420	Fungi	Ascomycota					
ASV6421	Fungi	Ascomycota					
ASV6422	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	
ASV6423	Fungi	Basidiomycota					
ASV6424	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV6425	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6426	Fungi	Ascomycota					
ASV6427	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
ASV6428	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	miso
ASV6429	Fungi						
ASV6430	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	
ASV6431	Fungi	Ascomycota	Eurotiomycetes				
ASV6432	Fungi						
ASV6433	Fungi	Ascomycota					
ASV6434	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV6435	Fungi						
ASV6436	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
ASV6437	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
ASV6438	Fungi	Ascomycota	Sordariomycetes				
ASV6439	Fungi	Ascomycota					
ASV6440	Fungi	Ascomycota					
ASV6441	Fungi						
ASV6442	Fungi						
ASV6443	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV6444	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	semi-immersa
ASV6445	Fungi	Ascomycota					
ASV6446	Fungi						
ASV6447	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
ASV6448	Fungi	Ascomycota					
ASV6449	Fungi						
ASV6450	Fungi						
ASV6451	Fungi	Ascomycota					
ASV6452	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV6453	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV6454	Fungi						
ASV6455	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
ASV6456	Fungi	Ascomycota					
ASV6457	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
ASV6458	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	
ASV6459	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
ASV6460	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6461	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	omnivora
ASV6462	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV6463	Fungi	Ascomycota					
ASV6464	Fungi						
ASV6465	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV6466	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV6467	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	
ASV6468	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV6469	Fungi	Ascomycota	Dothideomycetes				
ASV6470	Fungi	Ascomycota					
ASV6471	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myxospora	
ASV6472	Fungi						
ASV6473	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	cucumeris
ASV6474	Fungi	Basidiomycota	Microbotryomycetes				
ASV6475	Fungi	Ascomycota					
ASV6476	Fungi						
ASV6477	Fungi						
ASV6478	Fungi						
ASV6479	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	rosea
ASV6480	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6481	Fungi						
ASV6482	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	panicorum
ASV6483	Fungi						
ASV6484	Fungi	Ascomycota	Sordariomycetes				
ASV6485	Fungi	Ascomycota					
ASV6486	Fungi	Ascomycota					
ASV6487	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV6488	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV6489	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Thyrostroma	
ASV6490	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV6491	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV6492	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	arrhizus
ASV6493	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	
ASV6494	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	
ASV6495	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV6496	Fungi	Basidiomycota					
ASV6497	Fungi						
ASV6498	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Crustoderma	
ASV6499	Fungi	Ascomycota					
ASV6500	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV6501	Fungi						
ASV6502	Fungi	Ascomycota					
ASV6503	Fungi						
ASV6504	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	oligospora
ASV6505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV6506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV6507	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	eucalypti
ASV6508	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6509	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	
ASV6510	Fungi	Ascomycota					
ASV6511	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	
ASV6512	Fungi	Ascomycota					
ASV6513	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV6514	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	tricholoma
ASV6515	Fungi						
ASV6516	Fungi	Ascomycota					
ASV6517	Fungi	Ascomycota					
ASV6518	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV6519	Fungi						
ASV6520	Fungi						
ASV6521	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6522	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
ASV6523	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Panus	strigellus
ASV6524	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	tardum
ASV6525	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6526	Fungi	Basidiomycota	Agaricomycetes				
ASV6527	Fungi	Ascomycota					
ASV6528	Fungi	Ascomycota					
ASV6529	Fungi						
ASV6530	Fungi	Ascomycota					
ASV6531	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6532	Fungi	Ascomycota					
ASV6533	Fungi						
ASV6534	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV6535	Fungi	Ascomycota					
ASV6536	Fungi						
ASV6537	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV6538	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV6539	Fungi	Ascomycota					
ASV6540	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV6541	Fungi	Ascomycota					
ASV6542	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	randhawae
ASV6543	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	paludigena
ASV6544	Fungi						
ASV6545	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	aggregatum
ASV6546	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	bassiana
ASV6547	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV6548	Fungi						
ASV6549	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
ASV6550	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	suberis
ASV6551	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	arhizus
ASV6552	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV6553	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV6554	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Parapyrenochaeta	acaciae
ASV6555	Fungi	Ascomycota					
ASV6556	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Flabellascoma	cycadicola
ASV6557	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
ASV6558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV6559	Fungi	Ascomycota					
ASV6560	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV6561	Fungi						
ASV6562	Fungi	Ascomycota					
ASV6563	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	favescens
ASV6564	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV6565	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV6566	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae		
ASV6567	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV6568	Fungi						
ASV6569	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	
ASV6570	Fungi	Ascomycota					
ASV6571	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV6572	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Spiromastix	warcupii
ASV6573	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV6574	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV6575	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV6576	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	sake
ASV6577	Fungi						
ASV6578	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	pullulans
ASV6579	Fungi	Basidiomycota	Agaricomycetes	Russulales			
ASV6580	Fungi	Ascomycota	Sordariomycetes				
ASV6581	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Vermiconia	antarctica
ASV6582	Fungi	Ascomycota					
ASV6583	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	senex
ASV6584	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV6585	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	coprophila
ASV6586	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	
ASV6587	Fungi	Basidiomycota	Agaricomycetes				
ASV6588	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV6589	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	kuehnii
ASV6590	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV6591	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV6592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	haustellaris
ASV6593	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphiella	fasciculata
ASV6594	Fungi	Ascomycota	Dothideomycetes	Natipusillales	Natipusillaceae		
ASV6595	Fungi	Ascomycota					
ASV6596	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	
ASV6597	Fungi						
ASV6598	Fungi	Basidiomycota	Agaricomycetes				
ASV6599	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV6600	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV6601	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	
ASV6602	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
ASV6603	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia	apicalis
ASV6604	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV6605	Fungi						
ASV6606	Fungi						
ASV6607	Fungi	Ascomycota					
ASV6608	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV6609	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae		
ASV6610	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV6611	Fungi	Ascomycota	Xylonomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	buchneri
ASV6612	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Bartalinia	pondoensis
ASV6613	Fungi						
ASV6614	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV6615	Fungi	Ascomycota					
ASV6616	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	
ASV6617	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Bezerromycetaceae	Bezerromyces	brasiliensis
ASV6618	Fungi	Ascomycota					
ASV6619	Fungi	Ascomycota					
ASV6620	Fungi	Basidiomycota	Agaricomycetes				
ASV6621	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Efibulobasidium	albescens
ASV6622	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	
ASV6623	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	
ASV6624	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV6625	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	
ASV6626	Fungi	Ascomycota	Dothideomycetes				
ASV6627	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	pulvericola
ASV6628	Fungi	Ascomycota					
ASV6629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
ASV6630	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV6631	Fungi	Ascomycota					
ASV6632	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Tintelnotia	destructans
ASV6633	Fungi	Ascomycota					
ASV6634	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	wolfii
ASV6635	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	karoo
ASV6636	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV6637	Fungi	Ascomycota					
ASV6638	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV6639	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
ASV6640	Fungi						
ASV6641	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Ascotricha	guamensis
ASV6642	Fungi						
ASV6643	Fungi	Basidiomycota	Agaricomycetes				
