OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV3	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongata
ASV4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
ASV6	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
ASV7	Fungi	Ascomycota					
ASV8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	tenuissima
ASV9	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	pullulans
ASV10	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV11	Fungi	Ascomycota					
ASV12	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	anisopliae
ASV13	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV14	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Ovatospora	
ASV15	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV16	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	paraflava
ASV17	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	neoformans
ASV18	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	podzolica
ASV19	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	carotae
ASV20	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	nigra
ASV21	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	olivacea
ASV22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	anguipilium
ASV23	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	caricae-papayae
ASV24	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma	echinaceum
ASV26	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV27	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV28	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	centenaria
ASV29	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV30	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	delicatulum
ASV31	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV32	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV33	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	saccatum
ASV34	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV35	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV36	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV37	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV38	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycocentrospora	acerina
ASV39	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV40	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	thailandicum
ASV41	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV42	Fungi	Ascomycota					
ASV43	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma	echinaceum
ASV44	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV45	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	rosea
ASV46	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	anguipilium
ASV47	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum
ASV48	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV49	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV50	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV51	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Ovatospora	
ASV53	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV54	Fungi	Ascomycota	Eurotiomycetes				
ASV55	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV56	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti
ASV57	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Thyrostroma	cornicola
ASV58	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	flava
ASV59	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV60	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	deospora
ASV61	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV62	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	kotlabae
ASV63	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	barringtoniae
ASV64	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV65	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Thyrostroma	
ASV66	Fungi	Ascomycota					
ASV67	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV68	Fungi	Ascomycota					
ASV69	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	miodochialis
ASV70	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycocentrospora	acerina
ASV71	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	xenobiotica
ASV72	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	carotae
ASV73	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae		
ASV74	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	
ASV75	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV76	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV77	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV78	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV79	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	stylospora
ASV80	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV81	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV82	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	chlamydospora
ASV83	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	podocarpi
ASV84	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV85	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae		
ASV86	Fungi	Ascomycota					
ASV87	Fungi	Basidiomycota	Agaricomycetes				
ASV88	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	koningii
ASV89	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	
ASV90	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
ASV91	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
ASV92	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	nigra
ASV93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	humicola
ASV94	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV95	Fungi						
ASV96	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV97	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV98	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV99	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	lixii
ASV100	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV101	Fungi	Ascomycota					
ASV102	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV103	Fungi	Mortierellomycota					
ASV104	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV105	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV106	Fungi	Mortierellomycota					
ASV107	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	
ASV108	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	tsunedae
ASV109	Fungi	Ascomycota					
ASV110	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	exasperatum
ASV111	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	lilacinum
ASV112	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV113	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
ASV114	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	capsici
ASV115	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae		
ASV116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	europaea
ASV117	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	anisopliae
ASV118	Fungi	Ascomycota					
ASV119	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	anisopliae
ASV120	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	karoo
ASV121	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV122	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV123	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	polymorpha
ASV124	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV125	Fungi	Chytridiomycota	GS13				
ASV126	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	oligospora
ASV127	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis
ASV128	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	ornata
ASV129	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	gedarefense
ASV130	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV131	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV132	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myxospora	
ASV133	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Montagnula	opulenta
ASV134	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV135	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV136	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	capitata
ASV137	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	anamorphosa
ASV138	Fungi	Rozellomycota					
ASV139	Fungi	Ascomycota					
ASV140	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	triticicola
ASV141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	
ASV142	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV143	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	mackinnonii
ASV144	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	prunulus
ASV145	Fungi	Ascomycota					
ASV146	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV147	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV148	Fungi	Ascomycota	Sordariomycetes				
ASV149	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	persica
ASV150	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	paraflava
ASV151	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	miodochialis
ASV152	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV153	Fungi	Ascomycota					
ASV154	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV155	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	scyphoides
ASV156	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	flava
ASV157	Fungi	Ascomycota	Sordariomycetes				
ASV158	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	persica
ASV159	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV160	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	
ASV161	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	lunariae
ASV162	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	caricae-papayae
ASV163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV164	Fungi	Chytridiomycota	GS13				
ASV165	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV166	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV167	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV168	Fungi						
ASV169	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tamarii
ASV170	Fungi	Ascomycota					
ASV171	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV172	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae		
ASV173	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	oryzae
ASV174	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
ASV175	Fungi	Ascomycota					
ASV176	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Veronaeopsis	simplex
ASV177	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	
ASV178	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	anguipilium
ASV179	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV180	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	prethopodalis
ASV181	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	
ASV182	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Parapyrenochaeta	acaciae
ASV183	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV184	Fungi	Ascomycota					
ASV185	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	flava
ASV186	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV187	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Hyalodendriella	
ASV188	Fungi	Mortierellomycota					
ASV189	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	anguipilium
ASV190	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	chaetospira
ASV191	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV192	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV193	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV194	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	marquandii
ASV195	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	
ASV196	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV197	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria	ossiformis
ASV198	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	kotlabae
ASV199	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV200	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV201	Fungi	Ascomycota					
ASV202	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV203	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
ASV204	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV205	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	paraflava
ASV206	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
ASV207	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	rosae
ASV208	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Hyalodendriella	
ASV209	Fungi	Ascomycota	Sordariomycetes				
ASV210	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	helicoides
ASV211	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae		
ASV212	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti
ASV213	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	delicatulum
ASV214	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	fagi
ASV215	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV216	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV217	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV218	Fungi	Ascomycota					
ASV219	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	floriforme
ASV220	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	paraflava
ASV221	Fungi	Chytridiomycota	GS13				
ASV222	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	chaetospira
ASV223	Fungi	Ascomycota					
ASV224	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
ASV225	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV226	Fungi	Rozellomycota					
ASV227	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	tessarthra
ASV228	Fungi	Ascomycota	Eurotiomycetes				
ASV229	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	croci
ASV230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	tessarthra
ASV231	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	modesta
ASV232	Fungi	Rozellomycota					
ASV233	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
ASV234	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV235	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV236	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV237	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Parapyrenochaeta	acaciae
ASV238	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV239	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV240	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV241	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	deospora
ASV242	Fungi	Basidiomycota					
ASV243	Fungi	Ascomycota					
ASV244	Fungi						
ASV245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
ASV246	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	dimerum
ASV247	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV248	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV249	Fungi	Ascomycota	Sordariomycetes				
ASV250	Fungi	Ascomycota	Sordariomycetes				
ASV251	Fungi						
ASV252	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV253	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV254	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	verrucaria
ASV255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	terrestris
ASV256	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
ASV257	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans
ASV258	Fungi	Ascomycota					
ASV259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	ornata
ASV260	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV261	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV262	Fungi						
ASV263	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	macrospinosa
ASV264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV265	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV266	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV267	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV268	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	heptasporum
ASV269	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV270	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae		
ASV271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV272	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV273	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
ASV274	Fungi	Ascomycota					
ASV275	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV276	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	irregularis
ASV277	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV278	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV279	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	humicola
ASV280	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Verrucoconiothyrium	
ASV281	Fungi						
ASV282	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	deospora
ASV283	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV284	Fungi						
ASV285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV286	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	terricola
ASV287	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	panicorum
ASV288	Fungi						
ASV289	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
ASV290	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV291	Fungi						
ASV292	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	xenobiotica
ASV293	Fungi	Ascomycota					
ASV294	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Veronaeopsis	simplex
ASV295	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	
ASV296	Fungi	Ascomycota					
ASV297	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV298	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV300	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Lysurus	
ASV301	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	rosea
ASV302	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
ASV303	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV304	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV305	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Neohendersonia	kickxii
